1	17413 5.622   27.37   45.908  44.165  46.508  -0.09   29.241  67.192  45.515  46.866
2	17572 5.631   27.368  45.184  44.244  46.557  0.201   43.628  36.633  68.59   43.628
3	17737 5.634   27.392  44.593  43.922  45.98   -0.087  63.203  35.929  82.594  63.203
4	17901 5.637   27.435  45.911  44.458  47.013  0.145   38.371  -26.04  62.352  38.371
5	18065 5.653   27.493  45.203  44.344  46.66   0.108   51.92   73.965  -2.372  51.92
6	18225 5.647   27.555  44.629  43.997  46.054  -0.106  71.68   130.31  54.848  71.68
7	18389 5.64    27.603  46.024  44.435  46.954  0.046   64.407  65.551  58.118  64.407
8	18549 5.665   27.638  45.308  44.399  46.76   0.127   48.989  15.779  29.079  48.989
9	18713 5.644   27.668  44.703  44.062  46.138  -0.094  40.989  8.011   13.466  40.989
10	18878 5.64    27.683  46.04   44.528  47.078  0.099   4.303   -21.442 4.034   4.303
11	19042 5.644   27.695  45.312  44.443  46.783  0.108   70.087  87.191  31.845  70.087
12	19207 5.637   27.703  44.706  44.087  46.149  -0.103  41.028  55.826  28.199  41.028
13	19371 5.637   27.706  46.015  44.6    47.151  0.139   29.351  31.31   4.118   29.351
14	19536 5.65    27.716  45.3    44.464  46.776  0.089   76.269  96.532  41.062  76.269
15	19695 5.656   27.717  44.713  44.104  46.158  -0.106  36.664  57.737  -0.065  36.664
16	19859 5.637   27.726  46.117  44.534  47.054  0.04    29.722  54.444  2.661   29.722
17	20019 5.64    27.731  45.387  44.488  46.847  0.117   84.894  87.412  62.14   84.894
18	20183 5.631   27.739  44.77   44.143  46.218  -0.097  52.182  61.635  22.024  52.182
19	20348 5.613   27.741  46.242  44.443  46.908  -0.072  36.168  31.269  23.033  36.168
20	20507 5.634   27.733  45.474  44.513  46.92   0.136   92.497  101.15  70.495  92.497
21	20672 5.613   27.729  44.845  44.188  46.299  -0.072  48.61   62.14   15.364  48.61
22	20831 5.609   27.719  46.313  44.268  46.598  -0.165  32.99   64.041  6.986   32.99
23	20990 5.644   27.703  45.575  44.535  46.983  0.17    83.599  106.51  24.246  83.599
24	21154 5.631   27.678  44.925  44.239  46.387  -0.047  87.482  181.97  24.082  87.482
25	21314 5.625   27.648  45.799  44.051  46.198  -0.224  59.341  70.183  42.443  59.341
26	21478 5.637   27.604  45.654  44.539  47.019  0.17    56.747  32.967  25.296  56.747
