1	13327	14.56	18.66	45.05	42.5	46.97	6.523	76.64755	-3.44009
2	13487	14.52	18.73	44.07	42.45	46.73	6.523	60.95483	-19.1328
3	13648	14.54	18.77	44.96	42.67	47.11	6.523	82.62281	2.535167
4	13809	14.56	18.79	44.02	42.49	46.64	6.523	73.51998	-6.56766
5	13969	14.57	18.8	44.88	42.77	47.15	6.523	63.65598	-16.4317
6	14131	14.56	18.81	43.96	42.5	46.55	6.523	96.19029	16.10265
7	14291	14.55	18.8	44.86	42.72	47.01	6.523	76.71578	-3.37186
8	14452	14.55	18.8	43.93	42.46	46.47	6.523	94.80176	14.71412
9	14613	14.55	18.78	44.78	42.77	47.05	6.523	80.5615 	0.473861
10	14774	14.56	18.76	43.91	42.45	46.39	6.523	69.33734	-10.7503
11	21340	14.53	17.95	44.16	42.56	46.68	6.523	86.05545	5.967811
12	21646	14.52	17.86	44.08	42.49	46.6	6.523	81.6454 	1.557759
13	21806	14.53	17.81	44.9	42.64	46.93	6.523	90.54097	10.45333
14	21967	14.52	17.76	43.92	42.4	46.46	6.523	79.73747	-0.35017
15	22128	14.51	17.71	45.14	42.75	47.16	6.523	85.11004	5.022396
16	22289	14.52	17.67	44.12	42.54	46.69	6.523	80.5477 	0.460058
17	22449	14.51	17.64	44.91	42.72	47.08	6.523	82.62589	2.538247
18	22610	14.51	17.6	43.93	42.42	46.5	6.523	66.95215	-13.1355
19	22771	14.52	17.57	44.71	42.67	47.02	6.523	83.40107	3.313429
20	22932	14.52	17.54	43.78	42.3	46.33	6.523	83.22399	3.136354
21	23092	14.6	17.53	44.89	42.79	47.22	6.523	90.81838	10.73074
22	23253	14.51	17.49	43.91	42.42	46.52	6.523	76.26169	-3.82595
