1	11981 5.334   27.357  46.049  43.904  46.547  4.283   135.48  17.269  28.197  52.285
2	12291 5.377   26.993  44.631  43.912  46.281  4.351   104.25  73.575  26.428  57.671
3	12455 5.383   26.891  45.69   44.142  46.755  4.376   48.731  64.156  54.774  55.609
4	12615 5.417   26.829  44.95   44.065  46.529  4.453   31.583  25.387  57.374  42.929
5	12779 5.408   26.801  44.528  43.693  45.869  4.258   15.087  91.366  45.061  49.144
6	12939 5.365   26.856  45.689  44.394  47.006  4.574   39.8    35.839  63.341  50.581
7	13103 5.454   26.794  44.973  44.133  46.531  4.456   27.345  5.976   -1.723  7.469
8	13268 5.454   26.819  44.797  43.751  45.897  4.28    77.348  62.378  89.491  79.677
9	13432 5.482   26.847  45.34   44.198  46.719  4.531   52.422  48.906  49.173  49.918
10	13597 5.479   26.883  44.677  43.931  46.172  4.363   37.868  24.694  26.082  28.682
11	13761 5.476   26.921  46.161  44.14   46.651  4.342   86.652  39.324  61.217  62.102
12	13920 5.538   26.958  45.368  44.317  46.838  4.596   122.56  42.634  51.856  67.227
13	14080 5.523   26.991  44.748  44.023  46.244  4.369   36.618  103.14  51.267  60.574
14	14244 5.52    27.017  45.875  43.938  46.228  4.264   79.918  47.477  60.533  62.115
15	14403 5.544   27.039  45.159  44.159  46.566  4.509   42.793  13.494  36.844  32.494
16	14563 5.541   27.068  44.561  43.863  46.001  4.323   72.918  65.321  30.767  49.944
17	14727 5.551   27.087  45.964  44.324  46.91   4.5     72.567  99.462  44.13   65.072
18	14887 5.56    27.106  45.331  44.295  46.735  4.506   186.9   62.761  71.12   97.975
19	15051 5.563   27.124  44.706  43.963  46.152  4.314   86.857  37.665  65.14   63.7
20	15215 5.594   27.141  45.743  44.198  46.628  4.422   59.187  115.7   71.03   79.238
21	15375 5.582   27.155  45.047  44.15   46.47   4.49    76.214  132.54  46.226  75.302
22	15539 5.585   27.168  44.653  43.815  45.875  4.32    76.857  73.998  40.859  58.143
23	15698 5.613   27.173  45.53   44.283  46.785  4.574   3.319   110.78  10.901  33.975
24	15863 5.6     27.178  44.845  44.065  46.274  4.425   56.336  50.103  70.789  62.004
25	16028 5.594   27.176  45.589  43.866  46.017  4.289   19.821  14.399  35.624  26.367
26	16192 5.619   27.172  45.57   44.399  46.91   4.645   78.805  90.184  55.07   69.782
